Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei;Wahlkreis;Bundesland;Listenplatz
;;;Rudolph-Heger;Dr. Eva-Brigitte;1934;CDU;;Niedersachsen;33
;;;Rückert;Andreas;1975;;250;;
;;;Rückert;Reinhold;1948;DIE LINKE;247;;
;;;Rüddel;Erwin Josef;1955;CDU;198;Rheinland-Pfalz;13
;;;Rügner;Peter;1966;MLPD;267;Baden-Württemberg;13
;;;Rühle;Brigitta Barbara;1956;CDU;;Sachsen;9
;;;Rühle;Nelly;1979;NPD;273;Baden-Württemberg;10
;;;Rüstemeier;Arne;1976;CDU;;Schleswig-Holstein;20
;;;Rüthrich;Susann;1977;SPD;156;;
;;;Rützel;Bernd;1968;SPD;249;Bayern;40
;;;Ruiters;Katja;1963;GRÜNE;98;;
;;;Runge;Brigitta;1962;DIE LINKE;44;Niedersachsen;22
;;;Rupp;Bärbel;1959;FAMILIE;;Saarland;5
;;;Rupp;Jörg;1966;GRÜNE;272;Baden-Württemberg;20
;;;Rupp;Klaus-Rainer Heinrich Wilhelm;1955;DIE LINKE;55;;
;;;Ruppert;Michael;1946;FDP;105;Nordrhein-Westfalen;39
;;;Ruppert;Dr. Stefan;1971;FDP;176;Hessen;6
;;;Rupprecht;Albert;1968;CSU;235;Bayern;22
;;;Rupprecht;Johannes;1952;MLPD;244;Bayern;3
;;;Rupprecht;Marlene Dorothe Henriette;1947;SPD;243;Bayern;10
;;;Rusin;Hartmut;1951;;14;;
;;;Rußkamp;Wolfgang;1955;CDU;134;Nordrhein-Westfalen;42
;;;Rust;Christa;1944;Tierschutz;177;Hessen;3
;;;Rust;Dieter;1966;SPD;;Saarland;21
;;;Rutkowsky;Bert;1970;Tierschutz;;Berlin;3
;;;Rutz;Anna;1967;GRÜNE;223;;
;;;Ryglewski;Sarah Janina;1983;SPD;;Bremen;4
;;;Sachs;Volker;1934;NPD;174;Hessen;2
;;;Sälinger;Wilhelm;1941;;284;;
;;;Sänger;Björn;1975;FDP;168;Hessen;7
;;;Saffer;Bastian Johannes;1983;Freie Union;243;;
;;;Sagel;Rüdiger;1955;DIE LINKE;148;;
;;;Sager;Krista;1953;GRÜNE;21;Hamburg;1
;;;Sahm;Christoph Daniel;1974;SPD;;Niedersachsen;35
;;;Salem;Rasched;1963;FDP;;Hessen;28
;;;Salomon;Matthias;1947;MLPD;;Schleswig-Holstein;2
;;;Salzberger;Franz;1952;NPD;;Bayern;9
;;;Sander;Bernhard;1955;DIE LINKE;103;;
;;;Sander;Daniel;1973;CDU;281;Baden-Württemberg;7
;;;Sandmüller;Maik;1977;PIRATEN;;Sachsen-Anhalt;7
;;;Sandow;Mike;1971;NPD;58;Brandenburg;7
;;;Saphörster-Heimbach;Sabine;1962;CSU;;Bayern;50
;;;Sarrazin;Manuel;1982;GRÜNE;24;Hamburg;2
;;;Saß;Helmut;1958;NPD;23;;
;;;Saß;Ronald;1961;;20;;
;;;Sauer;Michael Willy;1964;CSU;;Bayern;41
;;;Sauer;Theo;1955;CDU;;Baden-Württemberg;44
;;;Sauter;Herbert;1955;REP;;Baden-Württemberg;5
;;;Sauter;Matthias;1958;MLPD;;Niedersachsen;8
;;;Sawade;Annette;1953;SPD;268;Baden-Württemberg;18
;;;Schaaf;Anton;1962;SPD;119;Nordrhein-Westfalen;57
;;;Schaarschmidt;Christian;1971;REP;;Brandenburg;2
;;;Schabedoth;Dr. Hans-Joachim;1952;SPD;176;Hessen;14
;;;Schade;Stefan;1960;;290;;
;;;Schadwinkel;Regina Klothild;1938;ödp;;Niedersachsen;5
;;;Schäben;Reinhold;1960;NPD;109;;
;;;Schädlich;Gerald Rudolf Hermann;1956;FDP;118;;
;;;Schäfer;Andreas;1968;NPD;277;Baden-Württemberg;5
;;;Schäfer;Anita;1951;CDU;211;Rheinland-Pfalz;7
;;;Schäfer;Axel;1952;SPD;141;Nordrhein-Westfalen;52
;;;Schäfer;Jürgen;1958;CDU;;Baden-Württemberg;36
;;;Schaefer;Dr. Maike;1971;GRÜNE;;Bremen;3
;;;Schäfer;Michael;1982;NPD;;Sachsen-Anhalt;2
;;;Schäfer;Paul Georg;1949;DIE LINKE;97;Nordrhein-Westfalen;4
;;;Schäfer;Uwe;1938;NPD;8;Schleswig-Holstein;1
;;;Schäffler;Frank;1968;FDP;134;Nordrhein-Westfalen;11
;;;Schär;Herbert;1949;MLPD;;Bayern;7
;;;Schättiger;Anna-Katharina;1951;CDU;;Schleswig-Holstein;29
;;;Schätzlein;Helmut;1958;;248;;
;;;Schäuble;Jürgen;1963;MLPD;;Rheinland-Pfalz;4
;;;Schäuble;Dr. Wolfgang;1942;CDU;284;Baden-Württemberg;1
;;;Schaffarczyk;Gerhard;1957;BP;;Bayern;37
;;;Schalk;Markus;1949;DIE LINKE;33;Niedersachsen;12
;;;Schanne;Dr. Rainer;1942;ödp;;Rheinland-Pfalz;10
;;;Schantz;Peter;1977;FDP;81;Berlin;8
;;;Schaper;Dr. Marcus;1973;GRÜNE;47;;
;;;Schappert;Karl-Heinz;1944;ADM;;Baden-Württemberg;7
;;;Schardelmann;Tim;1969;FDP;35;Niedersachsen;17
;;;Schardt;Marion;1970;FDP;;Hessen;24
;;;Scharfenberg;Elisabeth;1963;GRÜNE;239;Bayern;7
;;;Scharff;Alexander;1984;DIE LINKE;189;Thüringen;8
;;;Schauws;Ursula;1966;GRÜNE;115;Nordrhein-Westfalen;15
;;;Schavan;Dr. Annette;1955;CDU;291;Baden-Württemberg;2
;;;Schedlbauer;Karl;1951;BP;253;Bayern;36
;;;Scheel;Christine;1956;GRÜNE;247;Bayern;3
;;;Scheelen;Bernd;1948;SPD;111;Nordrhein-Westfalen;13
;;;Scheer;Dr. Hermann;1944;SPD;264;Baden-Württemberg;8
;;;Scheerer;Friedrich;1958;SPD;286;Baden-Württemberg;34
;;;Scheffler;Maik;1974;NPD;;Sachsen;5
;;;Scheffler;Marco;1967;;21;;
;;;Scheibe;Martin;1989;REP;;Sachsen;8
;;;Scheibleger;Andreas;1987;PIRATEN;;Bayern;9
;;;Scheibleger;Matthias;1989;PIRATEN;;Bayern;11
;;;Scheinert;Katharina;1980;;294;;
;;;Schelle;Gerhard;1943;NPD;244;;
;;;Scheller;Julia;1982;MLPD;;Baden-Württemberg;2
;;;Schellhammer;Pia;1985;GRÜNE;207;Rheinland-Pfalz;5
;;;Schenk;Karsten;1976;CDU;;Hessen;46
;;;Schepke;Dr. Frank;1935;;6;;
;;;Schepke;Mark;1966;;8;;
;;;Scherer;Prof. Dr. Dr. Christian;1956;CDU;;Niedersachsen;46
;;;Scherer;Philipp;1984;PIRATEN;208;;
;;;Scherer;Ursula;1937;CDU;;Baden-Württemberg;43
;;;Scheuch-Paschkewitz;Heidemarie;1959;DIE LINKE;171;Hessen;5
;;;Scheuer;Dr. Andreas;1974;CSU;229;;
;;;Schichel;David;1981;GRÜNE;104;;
;;;Schick;Dr. Gerhard;1972;GRÜNE;275;Baden-Württemberg;4
;;;Schicke;Jens-Wolfhard;1987;PIRATEN;51;Niedersachsen;5
;;;Schieber;Alois;1964;BüSo;217;Bayern;11
;;;Schieder;Marianne;1962;SPD;234;Bayern;6
;;;Schieder;Werner;1948;SPD;235;Bayern;15
;;;Schiefner;Udo;1959;SPD;112;Nordrhein-Westfalen;21
;;;Schiemann;Nico;1979;NPD;272;;
;;;Schiergott;Cornelia;1956;CDU;;Sachsen-Anhalt;12
;;;Schiewerling;Karl Richard Maria;1951;CDU;128;;
;;;Schiffer;Hans Lothar;1939;FDP;104;Nordrhein-Westfalen;34
;;;Schilke;Barbara;1953;MLPD;;Mecklenburg-Vorpommern;1
;;;Schill;Albert;1946;CDU;;Sachsen;11
;;;Schily;Dr. Konrad;1937;FDP;140;;
;;;Schimmel;Wolfgang;1962;NPD;4;Schleswig-Holstein;7
;;;Schimmer-Göresz;Gabriela;1952;ödp;;Bayern;8
;;;Schincke;Herold Albert;1951;;122;;
;;;Schindler;Jörg;1972;DIE LINKE;71;Sachsen-Anhalt;8
;;;Schindler;Norbert;1949;CDU;209;Rheinland-Pfalz;5
;;;Schipanski;Tankred;1976;CDU;192;Thüringen;7
;;;Schirmbeck;Georg;1949;CDU;39;Niedersachsen;24
;;;Schirrah;Alexander;1969;SPD;;Saarland;7
;;;Schläger;Tobias;1984;SPD;;Thüringen;11
;;;Schlage;Britta Sylvia;1956;SPD;;Hamburg;6
;;;Schlappa;Richard;1949;DIE LINKE;246;;
;;;Schlecht;Michael;1951;DIE LINKE;275;Baden-Württemberg;4
;;;Schlegelberger;Laura;1983;CDU;;Schleswig-Holstein;16
;;;Schlesinger;Paul Friedrich Georg Martin;1947;MLPD;123;;
;;;Schlett;Gudrun;1961;DIE LINKE;245;Bayern;9
;;;Schlierer;Gertraude;1928;REP;;Baden-Württemberg;17
;;;Schlierer;Dr. Rolf;1955;REP;;Baden-Württemberg;1
;;;Schlierf;Hanns-Dieter;1954;ödp;226;Bayern;12
;;;Schlitter-Bankloh;Bernd;1942;MLPD;;Nordrhein-Westfalen;14
;;;Schlottmann;Klaus-Dieter;1949;PBC;46;;
;;;Schlude;Bärbel;1976;REP;;Bayern;22
;;;Schlüter;Andrew;1967;MLPD;83;Berlin;1
;;;Schlüter;Sanja;1977;MLPD;;Berlin;7
;;;Schmagold;Philipp;1979;GRÜNE;170;Hessen;24
;;;Schmalcz;Andreas;1965;CSU;;Bayern;57
;;;Schmid;Brigitte;1952;GRÜNE;291;;
;;;Schmid;Hans;1942;CDU;;Rheinland-Pfalz;23
;;;Schmid;Walter;1953;DIE LINKE;291;;
;;;Schmidberger;Werner;1937;ADM;;Baden-Württemberg;6
;;;Schmidinger;Michaela;1969;DVU;;Baden-Württemberg;1
;;;Schmidt;Andreas;1956;CDU;119;Nordrhein-Westfalen;26
;;;Schmidt;Birger;1973;PIRATEN;241;;
;;;Schmidt;Carina;1986;FDP;276;Baden-Württemberg;21
;;;Schmidt;Christel;1936;REP;;Rheinland-Pfalz;2
;;;Schmidt;Christian;1957;CSU;243;Bayern;12
;;;Schmidt;Dagmar;1973;SPD;173;Hessen;12
;;;Schmidt;Edda;1948;NPD;290;Baden-Württemberg;3
;;;Schmidt;Ekkehard;1946;SPD;;Hessen;39
;;;Schmidt;Franz;1974;FDP;217;Bayern;48
;;;Schmidt;Dr. Frithjof;1953;GRÜNE;141;Nordrhein-Westfalen;4
;;;Schmidt;Gabriele;1956;CDU;;Baden-Württemberg;17
;;;Schmidt;Hans;1939;NPD;295;;
;;;Schmidt;Heiko;1988;GRÜNE;249;;
;;;Schmidt;Ingrid;1938;CM;;Bayern;6
;;;Schmidt;Karlheinz;1941;CM;;Bayern;2
;;;Schmidt;Marion Beate Friederike;1954;MLPD;;Bayern;10
;;;Schmidt;Miriam;1980;SPD;;Nordrhein-Westfalen;42
;;;Schmidt;Renate;1959;MLPD;;Baden-Württemberg;14
;;;Schmidt;Rudolf;1967;PBC;;Bremen;5
;;;Schmidt;Rudolf Lothar;1951;DIE LINKE;162;Sachsen;15
;;;Schmidt;Silvia;1954;SPD;75;Sachsen-Anhalt;3
;;;Schmidt;Stefan;1985;SPD;;Saarland;16
;;;Schmidt;Tim;1969;PIRATEN;;Berlin;5
;;;Schmidt;Ulla;1949;SPD;88;Nordrhein-Westfalen;4
;;;Schmidt-Berg;Lars;1978;CDU;;Niedersachsen;38
;;;Schmidt-Riediger;Ekkehard Arno Walter;1939;CDU;;Niedersachsen;35
;;;Schmidt-Rose;Christiane;1959;CDU;;Thüringen;10
;;;Schmitt;Brigitte Maria;1973;FAMILIE;;Rheinland-Pfalz;7
;;;Schmitt;Christian;1981;FDP;299;Saarland;2
;;;Schmitt;Heinz;1951;SPD;212;Rheinland-Pfalz;11
;;;Schmitt;Ingo;1979;CDU;81;;
;;;Schmitt;Michael;1971;FAMILIE;;Rheinland-Pfalz;2
;;;Schmitt;Thomas;1973;CDU;;Saarland;14
;;;Schmitz;Andreas;1965;GRÜNE;100;;
;;;Schmitz;Christian;1975;SPD;;Rheinland-Pfalz;25
;;;Schmitz;Jürgen Theo;1965;;93;;
;;;Schmoll;Dominik;1988;SPD;;Saarland;12
;;;Schmück;Ulrich;1961;FDP;2;Schleswig-Holstein;7
;;;Schnarre;Hermann August;1935;NPD;121;;
;;;Schneider;Andreas;1963;;117;;
;;;Schneider;Astrid;1965;GRÜNE;;Berlin;9
;;;Schneider;Carsten;1976;SPD;193;Thüringen;1
;;;Schneider;Franz-Herbert;1949;REP;;Nordrhein-Westfalen;13
;;;Schneider;Gerda;1959;CDU;;Baden-Württemberg;56
;;;Schneider;Guntram;1951;SPD;133;;
;;;Schneider;Dr. Heinz-Joachim Herbert;1939;REP;;Thüringen;1
;;;Schneider;Horst;1959;DIE LINKE;;Hamburg;8
;;;Schneider;Maria Magdalena;1940;CDU;;Saarland;17
;;;Schneider;Matthias;1960;GRÜNE;117;;
;;;Schneider;Norbert;1964;DIE LINKE;196;Thüringen;9
;;;Schneider;Philipp;1983;SPD;;Saarland;15
;;;Schneider;Sebastian;1985;PIRATEN;;Berlin;6
;;;Schneider;Steffen;1968;NPD;195;;
;;;Schneider;Ulrich;1972;GRÜNE;267;Baden-Württemberg;18
;;;Schneider;Volker;1955;DIE LINKE;296;;
;;;Schneiderbauer;Franz Xaver;1940;REP;;Bayern;23
;;;Schneidewind-Hartnagel;Charlotte;1953;GRÜNE;277;Baden-Württemberg;13
;;;Schnell;Jochim;1976;NPD;40;Niedersachsen;11
;;;Schnieder;Patrick;1968;CDU;203;Rheinland-Pfalz;12
;;;Schnittke;Monya;1985;GRÜNE;122;;
;;;Schnorr;Michael;1954;NPD;103;;
;;;Schnur;Toralf;1975;FDP;17;Mecklenburg-Vorpommern;5
;;;Schnurr;Christoph;1984;FDP;183;Hessen;8
;;;Schock;Thomas Friedrich;1968;DIE LINKE;139;;
;;;Schockenhoff;Dr. Andreas;1957;CDU;294;;
;;;Schöberl;Rudi;1955;DIE LINKE;230;;
;;;Schoen;Carolin;1978;CSU;;Bayern;37
;;;Schönbeck;Friedrich;1937;;291;;
;;;Schöne;Tilo;1957;REP;;Bayern;16
;;;Schönfeld;Renate;1948;DKP;;Berlin;6
;;;Schönfeld;Siegfried;1950;GRÜNE;123;;
;;;Schönig;Detlef;1955;DIE LINKE;293;Baden-Württemberg;16
;;;Schönwald;Uwe;1963;DVU;;Sachsen-Anhalt;3
;;;Schöps;Richard;1967;BP;;Bayern;38
;;;Schöps;Steffen;1970;FDP;278;Baden-Württemberg;25
;;;Scholl;Alexander;1985;NPD;267;;
;;;Scholz;Frank;1965;BüSo;78;Berlin;10
;;;Scholz;Günter;1960;REP;;Sachsen;2
;;;Scholz;Marcell;1986;REP;;Sachsen;10
;;;Scholz;Mike;1975;REP;;Thüringen;3
;;;Scholz;Olaf;1958;SPD;20;Hamburg;1
;;;Schon;Manuela;1982;DIE LINKE;;Hessen;9
;;;Schopf;Alexander;1977;FDP;265;Baden-Württemberg;20
;;;Schoppen;Susanne;1948;FDP;;Hessen;39
;;;Schott;Erwin;1952;DIE VIOLETTEN;206;;
;;;Schowald;Fritz;1953;VIOLETTEN;;Baden-Württemberg;8
;;;Schrader;Hartmut;1950;;179;;
;;;Schramm;Henning;1962;CDU;;Mecklenburg-Vorpommern;12
;;;Schramm;Inge;1960;;242;;
;;;Schramm;Robert;1959;ödp;;Rheinland-Pfalz;18
;;;Schreiber;Elke;1945;SPD;;Schleswig-Holstein;17
;;;Schreiber;Peter;1973;NPD;156;;
;;;Schreiner;Bernd Nobert Harry;1967;PIRATEN;;Thüringen;3
;;;Schreiner;Bertold;1960;BüSo;;Baden-Württemberg;6
;;;Schreiner;Ottmar;1946;SPD;297;Saarland;2
;;;Schröder;Jendrik;1984;SPD;;Niedersachsen;33
;;;Schröder;Dr. Ole;1971;CDU;7;Schleswig-Holstein;2
;;;Schröder;Patrick Hermann;1983;NPD;225;Bayern;6
;;;Schröder;Thea;1939;VIOLETTEN;;Bayern;11
;;;Schröder;Ulrich;1947;DIE LINKE;30;;
;;;Schröer;Petra;1960;SPD;;Nordrhein-Westfalen;70
;;;Schrutek;Andrea;1963;DIE LINKE;165;Sachsen;13
;;;Schubert;Prof. Gottfried;1931;REP;223;Bayern;3
;;;Schubert;Jörg Hans;1956;NPD;163;;
;;;Schubert;Katina;1961;DIE LINKE;;Brandenburg;7
;;;Schubeus;Arnd;1967;REP;;Nordrhein-Westfalen;5
;;;Schuchalter-Eicke;Gabriele;1952;GRÜNE;179;Hessen;23
;;;Schuchmann;Dr. Lothar;1940;DIE LINKE;288;;
;;;Schuder;Robert;1968;BP;;Bayern;42
;;;Schülke;Heiner Helmut Willi;1950;FDP;41;Niedersachsen;11
;;;Schüllenbach-Schöne;Monika;1941;Tierschutz;;Bayern;3
;;;Schümann;Jörg;1960;GRÜNE;232;;
;;;Schünemann;Perdita;1960;VIOLETTEN;;Berlin;4
;;;Schüßler;Sigrid;1969;NPD;;Bayern;4
;;;Schütten;Rainer;1953;SPD;;Nordrhein-Westfalen;73
;;;Schütz;Daniel;1931;BP;;Bayern;40
;;;Schützinger;Jürgen;1953;NPD;286;Baden-Württemberg;1
;;;Schützinger;Rudolf;1982;NPD;280;Baden-Württemberg;8
;;;Schui;Herbert Karl;1940;DIE LINKE;37;Niedersachsen;4
;;;Schulenburg;Graf von der Friedrich-Werner;1947;NPD;50;;
;;;Schulte;Oliver;1979;CSU;;Bayern;38
;;;Schulte;Peter;1969;DIE LINKE;149;Nordrhein-Westfalen;29
;;;Schulte-Drüggelte;Bernhard;1951;CDU;147;Nordrhein-Westfalen;17
;;;Schultheiß;Daniel;1980;PIRATEN;;Thüringen;1
;;;Schultz;Frank;1972;PIRATEN;;Mecklenburg-Vorpommern;4
;;;Schultz;Vasco;1976;DIE LINKE;23;;
;;;Schultz;Velda;1985;ödp;;Hamburg;4
;;;Schulz;Dr. Andreas;1970;GRÜNE;;Hessen;12
;;;Schulz;Dieter;1969;NPD;140;;
;;;Schulz;Gerhard-Walter;1950;DIE LINKE;48;;
;;;Schulz;Herbert Heinrich Paul;1947;DIE LINKE;21;;
;;;Schulz;Dr. Horst;1943;FWD;;Brandenburg;7
;;;Schulz;Ines Rosika;1961;VIOLETTEN;;Berlin;6
;;;Schulz;Jimmy;1968;FDP;222;Bayern;10
;;;Schulz;Katrin;1959;CDU;;Schleswig-Holstein;12
;;;Schulz;Rico;1978;BüSo;159;Sachsen;13
;;;Schulz;Roland;1959;DVU;;Brandenburg;2
;;;Schulz;Swen;1968;SPD;79;Berlin;3
;;;Schulze;Erik;1984;NPD;;Sachsen-Anhalt;10
;;;Schulze;Prof. Dr. Joachim;1952;GRÜNE;158;;
;;;Schulze;Karl-Heinz;1955;MLPD;;Mecklenburg-Vorpommern;3
;;;Schulze;Sigrid;1966;REP;;Hessen;10
;;;Schulze;Tobias;1976;DIE LINKE;;Berlin;10
;;;Schumacher;Heinz;1953;;187;;
;;;Schumacher;Manfred;1959;ödp;;Rheinland-Pfalz;7
;;;Schumacher;Markus;1977;NPD;142;;
;;;Schumacher;Ulrich;1966;PIRATEN;;Nordrhein-Westfalen;1
;;;Schumann;Dieter;1953;;193;;
;;;Schumann;Ingo Martin Gerhard;1950;MLPD;;Sachsen;6
;;;Schumann;Robert;1947;NPD;;Saarland;5
;;;Schummer;Uwe;1957;CDU;112;Nordrhein-Westfalen;43
;;;Schurer;Ewald;1954;SPD;214;Bayern;9
;;;Schurr;Manfred;1966;PBC;;Baden-Württemberg;3
;;;Schuster;Alfred;1955;SPD;;Bayern;55
;;;Schuster;Armin;1961;CDU;282;;
;;;Schuster;Marina;1975;FDP;246;Bayern;6
;;;Schuster;Peter;1950;BP;;Bayern;39
;;;Schuster;Thorsten;1964;NPD;21;Hamburg;5
;;;Schwab;Angelika;1959;Tierschutz;;Nordrhein-Westfalen;3
;;;Schwabe;Frank;1970;SPD;122;Nordrhein-Westfalen;43
;;;Schwall-Düren;Dr. Angelica Klara;1948;SPD;128;Nordrhein-Westfalen;2
;;;Schwan;Stefan;1969;GRÜNE;138;;
;;;Schwanholz;Dr. Martin;1960;SPD;40;Niedersachsen;13
;;;Schwanitz;Rolf;1959;SPD;167;Sachsen;3
;;;Schwartze;Stefan;1974;SPD;134;Nordrhein-Westfalen;28
;;;Schwarz;Andreas;1979;GRÜNE;262;;
;;;Schwarz;Andreas;1965;SPD;236;Bayern;29
;;;Schwarz;Dr. Caroline;1971;BP;219;Bayern;3
;;;Schwarz;Dr. Christian;1974;CSU;;Bayern;52
;;;Schwarz;Jan;1982;SPD;;Niedersachsen;47
;;;Schwarz;Maria Viktoria;1943;CM;;Bayern;7
;;;Schwarz;Michael;1984;CDU;;Rheinland-Pfalz;30
;;;Schwarz;Ulrich;1941;NPD;259;;
;;;Schwarzelühr-Sutter;Rita;1962;SPD;288;Baden-Württemberg;16
;;;Schwarzenberg;Peter Paul Alfons;1949;REP;;Sachsen;5
;;;Schwarzer;Frank;1974;DIE LINKE;133;;
;;;Schweer;Daniel;1982;SPD;;Niedersachsen;57
;;;Schweickert;Dr. Erik;1972;FDP;279;Baden-Württemberg;10
;;;Schweiger;Dr. Hermann;1954;ödp;241;Bayern;4
;;;Schweitzer;Angelika Elisabeth Christine;1949;MLPD;;Nordrhein-Westfalen;28
;;;Schweitzer;Gottfried;1946;MLPD;95;;
;;;Schwenke;Felix;1979;SPD;;Hessen;31
;;;Schwerdt;Frank;1944;NPD;193;;
;;;Schwiderke;Joachim;1961;SPD;189;Thüringen;8
;;;Schwimmbeck;Heinrich;1957;DIE LINKE;236;;
;;;Schwülbe;Enrico;1973;DIE LINKE;45;;
;;;Seebens;Clemens Johann;1955;PBC;;Bremen;2
;;;Seeger;Hans-Joachim;1943;DIE LINKE;;Niedersachsen;21
;;;Seehausen;Valentin;1990;GRÜNE;2;;
;;;Seel;Manfred;1954;DIE LINKE;254;;
;;;Seelmann;Peter;1952;CDU;;Rheinland-Pfalz;24
;;;Seemann;Harry;1955;;130;;
;;;Seemann;Wolfgand Josef Emil;1950;ödp;;Nordrhein-Westfalen;7
;;;Seemann-Katz;Ulrike;1955;GRÜNE;12;Mecklenburg-Vorpommern;7
;;;Seestern-Pauly;Matthias;1984;FDP;39;Niedersachsen;13
;;;Segerath;Norbert;1948;DIE LINKE;114;;
;;;Seibel;Daniela;1969;Tierschutz;;Niedersachsen;5
;;;Seidel;Dietrich;1936;NPD;34;;
;;;Seidel;Horst Gerhard;1940;RRP;;Nordrhein-Westfalen;2
;;;Seidel;Wolfgang;1969;DIE LINKE;222;;
;;;Seidemann;Lothar;1950;REP;280;Baden-Württemberg;11
;;;Seiderer;Dr. Hermann;1941;BP;;Bayern;41
;;;Seidl;Daniela;1979;FDP;216;Bayern;29
;;;Seif;Detlef;1962;CDU;93;Nordrhein-Westfalen;50
;;;Seifert;Berthold;1964;REP;;Bayern;2
;;;Seifert;Dr. Ilja;1951;DIE LINKE;158;Sachsen;4
;;;Seiler;Till;1981;GRÜNE;287;Baden-Württemberg;16
;;;Seitz;Andreas;1967;ödp;229;Bayern;34
;;;Selg;Petra;1961;GRÜNE;293;;
;;;Selke-Witzel;Jürgen;1967;GRÜNE;50;;
;;;Selle;Johannes;1956;CDU;191;Thüringen;9
;;;Selzener;Markus;1964;FDP;141;Nordrhein-Westfalen;57
;;;Sendker;Reinhold;1952;CDU;131;;
;;;Senftleben;Mieke;1952;FDP;78;;
;;;Senger-Schäfer;Kathrin;1962;DIE LINKE;208;Rheinland-Pfalz;2
;;;Sengül;Alisan;1969;DIE LINKE;146;;
;;;Sensburg;Dr. Patrick;1971;CDU;148;;
;;;Serway;Wolfgang;1948;MLPD;;Baden-Württemberg;11
;;;Sharma;Raju;1964;DIE LINKE;;Schleswig-Holstein;2
;;;Siade;Waltraud;1959;;226;;
;;;Sieber;Thomas;1989;BP;;Bayern;43
;;;Siebert;Bernd;1949;CDU;171;Hessen;4
;;;Siegel;Hendrik Gerd;1977;FDP;9;Schleswig-Holstein;8
;;;Siegert;Christine;1955;CDU;;Sachsen-Anhalt;11
;;;Siegert;Harry;1947;DIE LINKE;188;;
;;;Sieghart;Udo;1957;NPD;247;;
;;;Siegmund;Andreas;1960;;67;;
;;;Siekiera;Iris Ursula Elisabeth;1956;SPD;;Niedersachsen;31
;;;Sieling;Dr. Carsten Günter Erich;1959;SPD;55;Bremen;3
;;;Siemen;Melanie;1974;CDU;;Schleswig-Holstein;25
;;;Siemsen;Sabine;1965;DIE LINKE;;Bayern;21
;;;Siethoff;Michael;1970;Tierschutz;151;Nordrhein-Westfalen;2
;;;Sievers;Gudrun;1961;ödp;;Niedersachsen;3
;;;Siewert;Wolfgang;1942;GRÜNE;72;;
;;;Sikora;Kosima;1957;FAMILIE;;Bayern;2
;;;Silberhorn;Thomas;1968;CSU;236;;
;;;Simm;Herbert;1954;CDU;;Baden-Württemberg;16
;;;Simmermann;Martin;1967;DIE LINKE;;Saarland;6
;;;Simmling;Werner;1944;FDP;263;Baden-Württemberg;14
;;;Singhammer;Johannes;1953;CSU;218;Bayern;8
;;;Singler;Eugenia;1958;CDU;;Baden-Württemberg;46
;;;Sitte;Christopher;1973;FDP;;Rheinland-Pfalz;20
;;;Sitte;Dr. Petra;1960;DIE LINKE;73;Sachsen-Anhalt;1
;;;Skudelny;Judith;1975;FDP;262;Baden-Württemberg;12
;;;Slaugh;Hannelore;1949;Tierschutz;;Hessen;9
;;;Slave;Günter Paul;1955;MLPD;161;Sachsen;1
;;;Snelinski;Oliver;1980;;87;;
;;;Söllner;Karl;1956;SPD;233;Bayern;37
;;;Sokolowski;Peter;1964;GRÜNE;27;;
;;;Solms-Hohensolms-Lich Prinz zu;Dr. Hermann Otto;1940;FDP;174;Hessen;2
;;;Sommer;Lothar;1954;;61;;
;;;Sommer;Volker Christoph;1944;ödp;;Thüringen;11
;;;Sommerau;Bernd;1954;;60;;
;;;Sommermeyer;Elke;1954;FDP;;Hessen;22
;;;Sonnenberg-Westeson;Christoph;1969;GRÜNE;79;;
;;;Sonner;Sebastian;1953;ödp;;Bayern;9
;;;Sossna;Sina;1990;FDP;;Nordrhein-Westfalen;44
;;;Späth;Alois;1937;;234;;
;;;Spahn;Jens;1980;CDU;125;;
;;;Spangenberg;Dr. Günther;1935;FWD;;Brandenburg;3
;;;Spatz;Joachim;1964;FDP;251;Bayern;8
;;;Spauke;Heiko;1979;REP;;Sachsen;4
;;;Specht;Tobias;1977;GRÜNE;257;;
;;;Spehr;Dr. Christoph Marcel;1963;DIE LINKE;;Bremen;8
;;;Speicher;Albert;1951;DIE LINKE;;Saarland;5
;;;Spethmann-Berssenbrügge;Viviane;1967;CDU;;Hamburg;7
;;;Spiering;Rainer;1956;SPD;39;Niedersachsen;26
;;;Spieß;Richard;1959;DIE LINKE;233;Bayern;8
;;;Spieth;Frank;1947;DIE LINKE;193;;
;;;Spieth;Hans;1943;ADM;;Baden-Württemberg;4
;;;Spinner;Anita;1964;ödp;276;;
;;;Spinrath;Norbert;1957;SPD;90;Nordrhein-Westfalen;58
;;;Spitz;Rolf;1960;SPD;257;Bayern;23
;;;Spitz;Wolfgang;1960;CDU;;Rheinland-Pfalz;28
;;;Spönlein;Lars;1972;NPD;;Nordrhein-Westfalen;7
;;;Spöri;Uta;1955;DIE LINKE;281;Baden-Württemberg;9
;;;Sporer;Ernst;1950;GRÜNE;175;;
;;;Sprodowski;Heinz-Günter;1930;Volksabst.;;Baden-Württemberg;10
;;;Stadie;Matthias;1976;REP;;Mecklenburg-Vorpommern;3
;;;Stadler;Dr. Maximilian;1949;FDP;229;Bayern;2
;;;Stäbler;Maren;1983;CDU;;Baden-Württemberg;60
;;;Staffeldt;Torsten Heiko;1963;FDP;55;Bremen;1
